location	word	transcription
Axel Ze	blazen	blɒzn
Axel Ze	blijven	blʏvə
Axel Ze	bloeden	bluin
Axel Ze	bloeien	blui
Axel Ze	blozen	bløzn
Axel Ze	boren	boɹn
Axel Ze	bouwen	bʌuə
Axel Ze	braden	brɒi
Axel Ze	branden	brɑnn
Axel Ze	breien	brɛi
Axel Ze	brengen	briŋŋ
Axel Ze	buigen	bʏɣə
Axel Ze	dansen	dɑsn
Axel Ze	denken	diŋkŋ
Axel Ze	dienen	dinən
Axel Ze	dooien	doiə
Axel Ze	dopen	dopm
Axel Ze	dorsen	dɔsn
Axel Ze	draaien	drɒiə
Axel Ze	dragen	drɒɣə
Axel Ze	dreigen	drɛiɣə
Axel Ze	drinken	drɪŋkən
Axel Ze	dromen	dromm
Axel Ze	durven	dərəvm
Axel Ze	duwen	dʌuən
Axel Ze	eten	etn
Axel Ze	gaan	ɣɒn
Axel Ze	gapen	ɣɒpm
Axel Ze	gebruiken	xəbrykŋ
Axel Ze	geloven	ɣəlovə
Axel Ze	geraken	rɒkŋ
Axel Ze	geven	ɣevɱ
Axel Ze	halen	ʔɒll
Axel Ze	hangen	ʔɑŋən
Axel Ze	heffen	ʔɛfɱ
Axel Ze	helpen	ʔɛləpm
Axel Ze	heten	ʔeətn
Axel Ze	hoesten	ʔustn
Axel Ze	horen	ʔoɾn
Axel Ze	houden	ʔʌuə
Axel Ze	jagen	jɒɣə
Axel Ze	jeuken	jɔkŋ
Axel Ze	kammen (2)	kʌmm
Axel Ze	kennen	kɛnn
Axel Ze	keuren	kœ˞n
Axel Ze	kiezen	kizn
Axel Ze	kijken	kikŋ
Axel Ze	kloppen (1)	klɔpm
Axel Ze	kneden	kne
Axel Ze	koken	kokŋ
Axel Ze	komen	kɔmm
Axel Ze	kopen	kopm
Axel Ze	kraken	krɒkŋ
Axel Ze	krijgen	kriɣŋ
Axel Ze	krimpen	krɪmpm
Axel Ze	kruipen	krʏpm
Axel Ze	lachen	lɑxə
Axel Ze	laten	lɒtn
Axel Ze	leggen	lɛɣə
Axel Ze	leren	lɪ˞n
Axel Ze	leunen	lønən
Axel Ze	lezen	lezn
Axel Ze	liggen	lɛɣə
Axel Ze	likken	lɪkŋ
Axel Ze	lopen	lopm
Axel Ze	luiden	lyi
Axel Ze	luisteren	lʏstərn
Axel Ze	maken	mɒkŋ
Axel Ze	menen	menən
Axel Ze	metselen	mɛtsln
Axel Ze	missen	mɪsn
Axel Ze	moeten	mutn
Axel Ze	mogen	møɣə
Axel Ze	noemen	numm
Axel Ze	pellen	pɛll
Axel Ze	piepen	pipm
Axel Ze	proeven	pruvə
Axel Ze	raden	rɒiən
Axel Ze	redden	rɛdn
Axel Ze	rekken	rɛkən
Axel Ze	rijden	riən
Axel Ze	roepen	rupən
Axel Ze	roeren	ru˞n
Axel Ze	ruiken	rykŋ
Axel Ze	schaven	sxɒvn
Axel Ze	scheiden	sxɛii
Axel Ze	scheppen	sxɛpm
Axel Ze	scheren	sxɛɾn
Axel Ze	schieten	sxitn
Axel Ze	schrijven	sxɾivɱ
Axel Ze	schudden	sxɵdn
Axel Ze	schuiven	sxyvɱ
Axel Ze	schuren	sxy˞n
Axel Ze	slaan	slɒn
Axel Ze	slijpen	slipm
Axel Ze	sluiten	slytn
Axel Ze	smelten	smɔltn
Axel Ze	smeren	smɛ˞n
Axel Ze	sneeuwen	sneuə
Axel Ze	slapen	slɒpm
Axel Ze	spannen	spɑnn
Axel Ze	sparen	spɒɾn
Axel Ze	spartelen	spɑ˞tll
Axel Ze	spelen	spell
Axel Ze	spreken	sprekŋ
Axel Ze	springen	sprɪŋən
Axel Ze	spuiten	spœytn
Axel Ze	staan	stan
Axel Ze	stampen	stɑmpm
Axel Ze	steken	stekŋ
Axel Ze	stelen	steln
Axel Ze	sterven	stɛrəvə
Axel Ze	strooien	stroiə
Axel Ze	sturen (zenden)	stiɹn
Axel Ze	tellen	tɛll
Axel Ze	temmen	tɛmm
Axel Ze	timmeren	tɪmərən
Axel Ze	treffen	trɛfə
Axel Ze	trouwen	
Axel Ze	vallen	vɑlən
Axel Ze	vangen	vɑŋən
Axel Ze	varen	varən
Axel Ze	vechten	vɛxtn
Axel Ze	vieren	viɹn
Axel Ze	vinden	vɪnn
Axel Ze	vliegen	vliɣə
Axel Ze	voegen	vuɣə
Axel Ze	voelen	vull
Axel Ze	volgen	vɔləɣə
Axel Ze	vragen	frɒɣə
Axel Ze	vriezen	vrizn
Axel Ze	vrijen	
Axel Ze	wachten	ʋɑxtn
Axel Ze	wassen	ʋɑsn
Axel Ze	wegen (2)	ʋeɣə
Axel Ze	weken	ʋekŋ
Axel Ze	wensen	ʋɛsn
Axel Ze	werken	ʋɛrəkŋ
Axel Ze	weten	ʋetn
Axel Ze	wieden	ʋii
Axel Ze	willen	ʋɪll
Axel Ze	winnen	ʋɪnn
Axel Ze	wippen	ʋɪpm
Axel Ze	wonen	ʋønən
Axel Ze	worden	ʔorən
Axel Ze	wrijven	vrivɱ
Axel Ze	zeggen	zɛɦə
Axel Ze	zetten	zɛtn
Axel Ze	zien	zin
Axel Ze	zuigen	sɵɦə
Axel Ze	zitten	zɪtn
Axel Ze	zoeken	zukŋ
Axel Ze	zorgen	zœrəɣə
Axel Ze	zouten	zʌutn
Axel Ze	zuchten	zɵxtn
Axel Ze	zwellen	zʋɛll
Axel Ze	zwemmen	zʋɛmm
Axel Ze	geweest	xəʋɪstɦ
Axel Ze	zijn	zɪn
Axel Ze	gehad	xɑt
Axel Ze	hebben	
Axel Ze	doen	dun
Axel Ze	kloppen (2)	klɔpm
Axel Ze	leven	levn
Axel Ze	breken	breɡŋ
Axel Ze	zwijgen	
Axel Ze	af	ʔɑf
Axel Ze	acht	ʔɑxtə
Axel Ze	achter	ʔɑxtər
Axel Ze	anders	ʔɑndərs
Axel Ze	best (bijw)	bɛst
Axel Ze	bij (vz)	bi
Axel Ze	boven	bovn
Axel Ze	buiten	bʏtn
Axel Ze	derde	dæ˞dn
Axel Ze	dinsdag	disndɑx
Axel Ze	donderdag	dɔndəɹdɑx
Axel Ze	door	dø
Axel Ze	drie	dri
Axel Ze	duizend	dyznt
Axel Ze	elf	ɛləvə
Axel Ze	gaarne	ɦɛrn
Axel Ze	genoeg	xənuxt
Axel Ze	gisteren	ɦɛstrn
Axel Ze	hier	ir
Axel Ze	maandag	mɒndɑx
Axel Ze	maart	mɛɹtə
Axel Ze	morgen (demain)	mɛrəɣə
Axel Ze	negen	neɣə
Axel Ze	nog	nɔx
Axel Ze	noorden	noɹdn
Axel Ze	nu	nu
Axel Ze	om	ɔm
Axel Ze	ons	ɔs
Axel Ze	ook	ukɦ
Axel Ze	oosten	oəstn
Axel Ze	op	ɔpɦ
Axel Ze	over	ovər
Axel Ze	tegen	teɣə
Axel Ze	tien	tɦinə
Axel Ze	tussen	tɵsn
Axel Ze	twaalf	tʋɒləvə
Axel Ze	twee	tʋə
Axel Ze	tweede	tʋedn
Axel Ze	twintig	tʋɪntɪx
Axel Ze	veertig	fɪɹtɪx
Axel Ze	vier	virə
Axel Ze	vijf	vʏvə
Axel Ze	vijftig	fʏftəx
Axel Ze	voor	fo
Axel Ze	vrijdag	
Axel Ze	weer	ʋe
Axel Ze	weg	ʋɛx
Axel Ze	woensdag	ʋʉzdɑx
Axel Ze	zaterdag	zɒtə˞dɑx
Axel Ze	zelf	zɛləf
Axel Ze	zes	sɛsə
Axel Ze	zeven	zevənə
Axel Ze	zeventig	sevəntəx
Axel Ze	zondag	zɔndɑx
Axel Ze	zonder	zɔndər
Budel NB	aarde	æʀt
Budel NB	adem	ɑsəm
Budel NB	appels	ɑpəls
Budel NB	armen	twiɑʀəm
Budel NB	auto's	ɑutos
Budel NB	baarden	bɔʀdə
Budel NB	bedden	bɛdə
Budel NB	benen	biən
Budel NB	beenderen	
Budel NB	beren (wild)	bɛʀə
Budel NB	beurzen	twiəbɵʀzə
Budel NB	bezems	bæsəms
Budel NB	bier	biʀ
Budel NB	bijen	beijə
Budel NB	bladen	blœy
Budel NB	bladeren	blœʀ
Budel NB	bokken	bœk
Budel NB	bomen	byəm
Budel NB	bonen	bɷənə
Budel NB	boter	botəχ
Budel NB	broeken	bʀukə
Budel NB	broers	bʀyʀs
Budel NB	broden	bʀyi
Budel NB	dagen	dɑx
Budel NB	daken	dak
Budel NB	damp	əndɑmp
Budel NB	darmen	twiədɑʀəm
Budel NB	deeg	dɛx
Budel NB	deuren	dɵʀə
Budel NB	dingen	dɪŋəʀ
Budel NB	dieven	divə
Budel NB	dochters	dœxtəχ
Budel NB	doeken	dyk
Budel NB	donder	dɔndəχ
Budel NB	dorst	dɔʀst
Budel NB	draden	dʀœi
Budel NB	duiven	duvə
Budel NB	dweilen	dwɛilə
Budel NB	eeuwen	œwə
Budel NB	eieren	ɛijəχ
Budel NB	einde	ənɪnt
Budel NB	engelen	ɪŋələ
Budel NB	ezels	ezəls
Budel NB	flessen	flæsə
Budel NB	fruit	fʀœit
Budel NB	gal	xɑl
Budel NB	ganzen	xɑnzə
Budel NB	geld	xælt
Budel NB	gerst	xæʀst
Budel NB	glazen	ɣlɔzəʀ
Budel NB	god	xɔt
Budel NB	goud	xɑut
Budel NB	graven	ɣʀavə
Budel NB	gras	xʀɔɒs
Budel NB	haken	ɦœk
Budel NB	hanen	ɦɔənə
Budel NB	haast	ɦɵst
Budel NB	handen	ɦɑn
Budel NB	haver	ɦavəχ
Budel NB	heren	ɦiʀə
Budel NB	hemden	ɦɪmdə
Budel NB	hemel	ɦeməl
Budel NB	hengsten	ɦɪŋstə
Budel NB	hoeden	ɦyi
Budel NB	holen	ɦœl
Budel NB	honden	ɦɵn
Budel NB	honger	ɦʊŋəχ
Budel NB	hooi	ɦɔi
Budel NB	hopen	ɦyəp
Budel NB	hoop (espoir)	ɦop
Budel NB	horens	ɦɵʀ
Budel NB	huizen	ɦuzəʀ
Budel NB	jongen	jɔŋ
Budel NB	kaas	kɛs
Budel NB	kaf	kɑf
Budel NB	kalveren	kɑləvəχ
Budel NB	kammen (1)	kæm
Budel NB	kamers	kaməs
Budel NB	kanten	kɑntə
Budel NB	karren	kaʀə
Budel NB	kasten	kɑstə
Budel NB	katten	kɑtə
Budel NB	kermis	kɛʀəməs
Budel NB	kersen	kɪʀzə
Budel NB	kervel	kɛʀvəl
Budel NB	kinderen	kɪndəʁ
Budel NB	klaver	kliəvəχ
Budel NB	kleden	kleijə
Budel NB	klederen	kliχ
Budel NB	knechten	knæxtə
Budel NB	knieen	knejə
Budel NB	koeien	køʝ
Budel NB	kommen	kʊmə
Budel NB	konijnen	knins
Budel NB	koorts	kʊʀsə
Budel NB	koper	kopəχ
Budel NB	kousen	kɑusə
Budel NB	kramp	kʀɑmp
Budel NB	lammeren	
Budel NB	lampen	lɑmpə
Budel NB	latten	lɑtə
Budel NB	leem	liəm
Budel NB	leugens	løɣəs
Budel NB	leden	lej
Budel NB	liederen	
Budel NB	lijken	likə
Budel NB	lucht	lɔxt
Budel NB	magen	maɣə
Budel NB	maanden	mɑndə
Budel NB	maten	mɒtə
Budel NB	marmer	mɑʁməχ
Budel NB	mazelen	mɔzələ
Budel NB	mei	mɛi
Budel NB	melk	mɛlək
Budel NB	merg	mɛʀɨx
Budel NB	meid	əmɛit
Budel NB	meubels	møbəls
Budel NB	modder	mɔdəχ
Budel NB	moes	
Budel NB	mossels	mɔsəls
Budel NB	muizen	mys
Budel NB	muren	myʀə
Budel NB	naalden	nɒlə
Budel NB	negers	neɣəʁs
Budel NB	noten	nøt
Budel NB	ogen	uəɣə
Budel NB	oogst	ɔst
Budel NB	paarden	twipɛʀdə
Budel NB	paden	pœi
Budel NB	padden	pɑdə
Budel NB	Pasen	pɑsə
Budel NB	peren	pɛʀə
Budel NB	pekel	pekəl
Budel NB	peper	pɛpəχ
Budel NB	pijpen	pipə
Budel NB	planken	plæŋk
Budel NB	pleinen	plɛinə
Budel NB	ploegen (werktuig)	pluɣə
Budel NB	potten	pɔtə
Budel NB	regen	rɛɣən
Budel NB	ribben	ʀibə
Budel NB	riet	ʀit
Budel NB	rijst	ʀist
Budel NB	ringen	ʀɪŋ
Budel NB	rogge	ʀɔx
Budel NB	rokken	ʀœk
Budel NB	rondes	ʀɔndə
Budel NB	rook	ʀuək
Budel NB	runderen	
Budel NB	ruzies	ʀyzis
Budel NB	sap	sɑp
Budel NB	saus	saus
Budel NB	schapen	sxœp
Budel NB	schade	sxɔi
Budel NB	schimmel	sxɪməl
Budel NB	schepen	sxepə
Budel NB	schoenen	sxun
Budel NB	scholen	sxolə
Budel NB	schuld	sxɵlt
Budel NB	slijm	slim
Budel NB	smeden	twisme
Budel NB	sneeuw	snœʋ
Budel NB	soep	sup
Budel NB	spelden	spælə
Budel NB	sport (spel)	spɔʁt
Budel NB	stallen	stæl
Budel NB	stenen	stiɪn
Budel NB	stoelen	styl
Budel NB	stof (huisvuil)	stɔf
Budel NB	stokken	stœk
Budel NB	straten	stʀɔətə
Budel NB	strepen	stʀepə
Budel NB	suiker	sukəχ
Budel NB	taarten	taχtə
Budel NB	tafels	tɔfəls
Budel NB	takken	tæk
Budel NB	tanden	tɑn
Budel NB	tangen	tɑŋə
Budel NB	tantes	tɑntəs
Budel NB	tarwe	tæʀəf
Budel NB	tenen	tɪenə
Budel NB	torens	tœʀ
Budel NB	tralies	tʀɑlis
Budel NB	trams	tʀɑms
Budel NB	treinen	tʀɛinə
Budel NB	twijfel	twifəl
Budel NB	uilen	ylə
Budel NB	vader	vɑijəʀ
Budel NB	vaten	vɔtə
Budel NB	verf	væʀəf
Budel NB	vesten	vɛstə
Budel NB	veulens	vøləs
Budel NB	vijgen	viɣə
Budel NB	vingers	vɪŋəʁs
Budel NB	vissen	vɪsə
Budel NB	vlaggen	vlɑɣə
Budel NB	vlas	vlɑs
Budel NB	vlees	vlɛs
Budel NB	vlooien	vlujə
Budel NB	vloeken	vlukə
Budel NB	voeten	vyt
Budel NB	vogels	voɣəls
Budel NB	volk	vɔlək
Budel NB	vuur	vyχ
Budel NB	wafels	wɒfəls
Budel NB	wegen (1)	wex
Budel NB	wijven	wivəʁ
Budel NB	wijn	win
Budel NB	wol	wɔl
Budel NB	woorden	wœʀt
Budel NB	zakken	zæk
Budel NB	zand	zɑnt
Budel NB	zee	ziə
Budel NB	zeep	ziəp
Budel NB	zeilen	zɛilə
Budel NB	ziektes	zɪktəs
Budel NB	zonen	zøn
Budel NB	aardig	ɒʀɨx
Budel NB	arm	ɑʀəm
Budel NB	bezig	bezɨx
Budel NB	bitter	bɪtəχ
Budel NB	blauw	blɑuw
Budel NB	bleek	blɛik
Budel NB	blind	blɪnt
Budel NB	blond	blɔnt
Budel NB	braaf	bʀaf
Budel NB	breed	bʀiət
Budel NB	bruin	bʀun
Budel NB	diep	dip
Budel NB	dik	dɪk
Budel NB	dol	dɵl
Budel NB	donker	dɔŋkəχ
Budel NB	doof	duəf
Budel NB	droog	dʀyəx
Budel NB	dubbel	dɔbəl
Budel NB	dun	dɵn
Budel NB	duur	dyʀ
Budel NB	echt	ɛxt
Budel NB	eigen	ɛiɣə
Budel NB	enkel	ɪŋkəl
Budel NB	fel	fæl
Budel NB	fijn	fin
Budel NB	flauw	flɑuw
Budel NB	geel	xɛl
Budel NB	gewoon	xəwon
Budel NB	goed	xu
Budel NB	gouden	xɑuwə
Budel NB	grijs	xʀis
Budel NB	groen	xʀyn
Budel NB	grof	xrof
Budel NB	groot	xrɷət
Budel NB	haastig	ɦɑstəx
Budel NB	half	ɦɑləf
Budel NB	hard	ɦɔəʀt
Budel NB	heel	ɦɪl
Budel NB	heet	ɦiət
Budel NB	heilig	ɦɛiləx
Budel NB	hol	ɦol
Budel NB	hoog	ɦuəx
Budel NB	jong	jɔŋk
Budel NB	juist	jyst
Budel NB	kalm	kɑləm
Budel NB	klein	klɛn
Budel NB	koel	kyl
Budel NB	kort	kɔʀt
Budel NB	koud	kaut
Budel NB	kreupel	kʀøpəl
Budel NB	krom	kʀɔmp
Budel NB	kwaad	
Budel NB	laag	liex
Budel NB	laat	lɔɒt
Budel NB	lam	lɑm
Budel NB	lang	lɑŋk
Budel NB	lastig	lɑstɨx
Budel NB	ledig	lex
Budel NB	licht	lɪxt
Budel NB	lomp	lɔmp
Budel NB	lui	lœy
Budel NB	mager	maɣəχ
Budel NB	moe	møi
Budel NB	mogelijk	mɵɣələk
Budel NB	nat	nɔɑt
Budel NB	nieuw	nɛi
Budel NB	open	opən
Budel NB	oud	ɑut
Budel NB	proper	pʀopəχ
Budel NB	raar	ʀɒʀ
Budel NB	recht	ʀæxt
Budel NB	rijk	ʀik
Budel NB	rijp	ʀip
Budel NB	rond	ʀɔnt
Budel NB	rood	ʀuət
Budel NB	scheef	sxɛf
Budel NB	scheel	sxɛl
Budel NB	scherp	sxæʀəp
Budel NB	schoon	sxɔn
Budel NB	schuw	sxɑuw
Budel NB	simpel	sɪmpəl
Budel NB	slecht	slæxt
Budel NB	slim	slɪm
Budel NB	smal	smɔl
Budel NB	stijf	stif
Budel NB	stil	stɪl
Budel NB	stom	stɔm
Budel NB	stout	stɑut
Budel NB	taai	tai
Budel NB	tam	tɑm
Budel NB	traag	tʀɔx
Budel NB	vals	vɑls
Budel NB	vast	vɑst
Budel NB	veel	vøl
Budel NB	meer	miʀ
Budel NB	ver	væʀ
Budel NB	vers	vɔʀs
Budel NB	vet	vɛt
Budel NB	vol	vɔl
Budel NB	vreemd	vʀɪmt
Budel NB	vrij	vʀɛi
Budel NB	vroeg	vʀyx
Budel NB	vuil	vul
Budel NB	warm	wæʀəm
Budel NB	weinig	wɛinəx
Budel NB	wijd	wit
Budel NB	wild	wɪlt
Budel NB	wit	wɪt
Budel NB	zacht	zɔxt
Budel NB	zeker	zekəx
Budel NB	ziek	zik
Budel NB	zilveren	zɪləvəχ
Budel NB	zoet	zyt
Budel NB	zout	zaut
Budel NB	zuur	zuʀ
Budel NB	zwaar	zwɔʀ
Budel NB	zwart	zwaʀt
Budel NB	bakken	bɑkɨ
Budel NB	barsten	bɔʀstə
Budel NB	beginnen	bəɣɪnə
Budel NB	beven	
Budel NB	bidden	bɪdə
Budel NB	bijten	bitə
Budel NB	binden	bɪnə
Budel NB	blazen	blɔɒzə
Budel NB	blijven	blivə
Budel NB	bloeden	bluijə
Budel NB	bloeien	blœyə
Budel NB	blozen	
Budel NB	boren	bɔʀə
Budel NB	bouwen	bɑuwə
Budel NB	braden	bʀɔijə
Budel NB	branden	bʀɑnə
Budel NB	breien	bʀɛijə
Budel NB	brengen	bʀɪŋə
Budel NB	buigen	byəɣə
Budel NB	dansen	dɑnsə
Budel NB	denken	dɪŋkə
Budel NB	dienen	dinə
Budel NB	dooien	dœyə
Budel NB	dopen	duəpə
Budel NB	dorsen	dɔʀsə
Budel NB	draaien	dʀaijə
Budel NB	dragen	dʀaɣə
Budel NB	dreigen	dʀɛiɣɨ
Budel NB	drinken	dʀɪŋkə
Budel NB	dromen	dʀuəmə
Budel NB	durven	dɵʀə
Budel NB	duwen	dʊuwə
Budel NB	eten	ɛtə
Budel NB	gaan	xɔn
Budel NB	gapen	xapə
Budel NB	gebruiken	xəbʀykə
Budel NB	geloven	xəlyvə
Budel NB	geraken	ʀakə
Budel NB	geven	xɛvə
Budel NB	halen	ɦɔlə
Budel NB	hangen	ɦɑŋə
Budel NB	heffen	ɦɛfə
Budel NB	helpen	ɦæləpə
Budel NB	heten	ɦɛitə
Budel NB	hoesten	ɦustə
Budel NB	horen	ɦyʀə
Budel NB	houden	ɦɑuwə
Budel NB	jagen	jaɣə
Budel NB	jeuken	jøkə
Budel NB	kammen (2)	kɛmə
Budel NB	kennen	kɛnə
Budel NB	keuren	kɵʀə
Budel NB	kiezen	kizə
Budel NB	kijken	kikə
Budel NB	kloppen (1)	klɔpə
Budel NB	kneden	knɛijə
Budel NB	koken	kokə
Budel NB	komen	komə
Budel NB	kopen	kuəpə
Budel NB	kraken	kʀaəkə
Budel NB	krijgen	kʀiɣə
Budel NB	krimpen	kʀɪmpə
Budel NB	kruipen	kʀupə
Budel NB	lachen	lɑɣə
Budel NB	laten	lɑɔtə
Budel NB	leggen	lɛɣə
Budel NB	leren	liʀə
Budel NB	leunen	lønə
Budel NB	lezen	lɛzə
Budel NB	liggen	lɪɣə
Budel NB	likken	lɪkə
Budel NB	lopen	luəpə
Budel NB	luiden	luijə
Budel NB	luisteren	lystəʀə
Budel NB	maken	makə
Budel NB	menen	mɛnə
Budel NB	metselen	mætsələ
Budel NB	missen	mɪsə
Budel NB	moeten	mutə
Budel NB	mogen	møɣə
Budel NB	noemen	numə
Budel NB	pellen	pælə
Budel NB	piepen	pipə
Budel NB	proeven	pʀyvə
Budel NB	raden	ʀɔijə
Budel NB	redden	ʀɛdə
Budel NB	rekken	ʀækə
Budel NB	rijden	ʀijə
Budel NB	roepen	ʀupə
Budel NB	roeren	ʀyʀə
Budel NB	ruiken	ʀykə
Budel NB	schaven	sxavə
Budel NB	scheiden	sxɛijə
Budel NB	scheppen	sxæpə
Budel NB	scheren	sxɛʀə
Budel NB	schieten	sxitə
Budel NB	schrijven	xʀivə
Budel NB	schudden	sxɵdə
Budel NB	schuiven	sxyvə
Budel NB	schuren	sxyʀə
Budel NB	slaan	slɔɑn
Budel NB	slijpen	slipə
Budel NB	sluiten	slutə
Budel NB	smelten	smæltə
Budel NB	smeren	smɪʀə
Budel NB	sneeuwen	snœwə
Budel NB	slapen	slɔpə
Budel NB	spannen	spɑnə
Budel NB	sparen	spɔʀə
Budel NB	spartelen	spæʀtələ
Budel NB	spelen	spølə
Budel NB	spreken	spʀɛkə
Budel NB	springen	spʀɪŋə
Budel NB	spuiten	spœytə
Budel NB	staan	stɔɑn
Budel NB	stampen	stɑmpə
Budel NB	steken	stɛkə
Budel NB	stelen	stɛlə
Budel NB	sterven	stæʀəvə
Budel NB	strooien	stʀɔijə
Budel NB	sturen (zenden)	styʀə
Budel NB	tellen	tɛlə
Budel NB	temmen	tɪmə
Budel NB	timmeren	tɪməʀə
Budel NB	treffen	tʀæfə
Budel NB	trouwen	tʀɑuwə
Budel NB	vallen	vɑlə
Budel NB	vangen	vɑŋə
Budel NB	varen	vɔʀə
Budel NB	vechten	væxtə
Budel NB	vieren	viʀə
Budel NB	vinden	vɪnə
Budel NB	vliegen	vliɣə
Budel NB	voegen	vyɣə
Budel NB	voelen	vylə
Budel NB	volgen	vɔləɣə
Budel NB	vragen	vʀɔɣə
Budel NB	vriezen	vʀizə
Budel NB	vrijen	vʀɛijə
Budel NB	wachten	wɑxtə
Budel NB	wassen	wɑsə
Budel NB	wegen (2)	wɛɣə
Budel NB	weken	wɛikə
Budel NB	wensen	wɪnsə
Budel NB	werken	wɛʀəkɨ
Budel NB	weten	wietə
Budel NB	wieden	widə
Budel NB	willen	wɪlə
Budel NB	winnen	wɪnə
Budel NB	wippen	wɪpə
Budel NB	wonen	woənə
Budel NB	worden	wɛʀə
Budel NB	wrijven	vʀivə
Budel NB	zeggen	zæɣə
Budel NB	zetten	zɛtə
Budel NB	zien	zin
Budel NB	zuigen	zyɣə
Budel NB	zitten	zɪtə
Budel NB	zoeken	zykə
Budel NB	zorgen	zɵʀəɣə
Budel NB	zouten	zautə
Budel NB	zuchten	zɵxtə
Budel NB	zwellen	zwælə
Budel NB	zwemmen	zwɪmə
Budel NB	geweest	ɣəwɪst
Budel NB	zijn	zin
Budel NB	gehad	ɣɑt
Budel NB	hebben	ɦæmə
Budel NB	doen	dun
Budel NB	kloppen (2)	klɔpə
Budel NB	leven	
Budel NB	breken	bʀɛkə
Budel NB	zwijgen	zwiɣɨ
Budel NB	af	ɑf
Budel NB	acht	ɑxt
Budel NB	achter	ɑxtəʀ
Budel NB	anders	ɑndəʀs
Budel NB	best (bijw)	bɛst
Budel NB	bij (vz)	bei
Budel NB	boven	bovə
Budel NB	buiten	butə
Budel NB	derde	dɛʀdə
Budel NB	dinsdag	dizəx
Budel NB	donderdag	dɔndəʀəx
Budel NB	door	dɔχ
Budel NB	drie	dʀɛi
Budel NB	duizend	duzənt
Budel NB	elf	ɛləf
Budel NB	gaarne	ɣæʀ
Budel NB	genoeg	xənɔx
Budel NB	gisteren	xɪstəʀə
Budel NB	hier	ɦi
Budel NB	maandag	mɔndəx
Budel NB	maart	mɛʀt
Budel NB	morgen (demain)	mɵʀəɣə
Budel NB	negen	neɣə
Budel NB	nog	nɔx
Budel NB	noorden	nɔʁdə
Budel NB	nu	nɑu
Budel NB	om	ɵm
Budel NB	ons	ɔs
Budel NB	ook	ɔx
Budel NB	oosten	ɒstə
Budel NB	op	ɔp
Budel NB	over	ovəχ
Budel NB	tegen	tɪɣə
Budel NB	tien	tin
Budel NB	tussen	tɵsə
Budel NB	twaalf	twæləf
Budel NB	twee	twiə
Budel NB	tweede	twedə
Budel NB	twintig	twɪntəx
Budel NB	veertig	vɛʀtəx
Budel NB	vier	vɪʀ
Budel NB	vijf	vif
Budel NB	vijftig	viftəx
Budel NB	voor	vɵʀ
Budel NB	vrijdag	vʀɪdəx
Budel NB	weer	wɛχ
Budel NB	weg	ʋɛx
Budel NB	woensdag	wunzəx
Budel NB	zaterdag	zɒtəʀəx
Budel NB	zelf	zæləf
Budel NB	zes	zɛs
Budel NB	zeven	zøvə
Budel NB	zeventig	zɵvətəx
Budel NB	zondag	zɔnəx
Budel NB	zonder	zɔndəʀ
De Lier ZH	aarde	ʔærədə
De Lier ZH	adem	ʔasəm
De Lier ZH	appels	ʔæpəɫs
De Lier ZH	armen	ʔærəmən
De Lier ZH	auto's	ʔautous
De Lier ZH	baarden	bærdə
De Lier ZH	bedden	bɛdə
De Lier ZH	benen	bənə
De Lier ZH	beenderen	
De Lier ZH	beren (wild)	bɪrə
De Lier ZH	beurzen	bœrzən
De Lier ZH	bezems	bəzəms
De Lier ZH	bier	bir
De Lier ZH	bijen	bɛiən
De Lier ZH	bladen	bladə
De Lier ZH	bladeren	bladərən
De Lier ZH	bokken	bɔkə
De Lier ZH	bomen	bøymə
De Lier ZH	bonen	bønə
De Lier ZH	boter	bœtər
De Lier ZH	broeken	brukən
De Lier ZH	broers	brurs
De Lier ZH	broden	brooydən
De Lier ZH	dagen	daɣən
De Lier ZH	daken	dakən
De Lier ZH	damp	dɑmp
De Lier ZH	darmen	dɑrəmən
De Lier ZH	deeg	deix
De Lier ZH	deuren	dœrən
De Lier ZH	dingen	dɪŋən
De Lier ZH	dieven	divən
De Lier ZH	dochters	dɔxtərs
De Lier ZH	doeken	dukən
De Lier ZH	donder	dʊndər
De Lier ZH	dorst	dœrst
De Lier ZH	draden	drajən
De Lier ZH	duiven	dʌvə
De Lier ZH	dweilen	dʋɛiɫə
De Lier ZH	eeuwen	ʔeuən
De Lier ZH	eieren	ʔɑjərən
De Lier ZH	einde	ʔənʔɛnt
De Lier ZH	engelen	ʔɛŋəɫən
De Lier ZH	ezels	ʔəzəɫs
De Lier ZH	flessen	flɛsə
De Lier ZH	fruit	frʌyt
De Lier ZH	gal	xɑɫ
De Lier ZH	ganzen	
De Lier ZH	geld	xɛɫt
De Lier ZH	gerst	xɛrst
De Lier ZH	glazen	xlazə
De Lier ZH	god	xɔt
De Lier ZH	goud	xaut
De Lier ZH	graven	xravə
De Lier ZH	gras	xrɑs
De Lier ZH	haken	ɦakən
De Lier ZH	hanen	ɦanən
De Lier ZH	haast	ɦast
De Lier ZH	handen	ɦɑndən
De Lier ZH	haver	ɦævər
De Lier ZH	heren	ɦɪrə
De Lier ZH	hemden	ɦɛmdən
De Lier ZH	hemel	ɦəməɫ
De Lier ZH	hengsten	ɦɛŋstən
De Lier ZH	hoeden	ɦudən
De Lier ZH	holen	ɦɔɫən
De Lier ZH	honden	ɦʊndən
De Lier ZH	honger	ɦɔŋər
